,,timestamp
10,649767,2021-09-10 01:26:40.442
10,649768,2021-09-10 01:26:40.450
10,649769,2021-09-10 01:26:40.458
10,649770,2021-09-10 01:26:40.466
10,649771,2021-09-10 01:26:40.474
10,649772,2021-09-10 01:26:40.482
10,649773,2021-09-10 01:26:40.490
10,649774,2021-09-10 01:26:40.498
10,649775,2021-09-10 01:26:40.506
10,649776,2021-09-10 01:26:40.514
10,649777,2021-09-10 01:26:40.522
10,649778,2021-09-10 01:26:40.530
10,649779,2021-09-10 01:26:40.538
10,649780,2021-09-10 01:26:40.546
10,649781,2021-09-10 01:26:40.554
10,649782,2021-09-10 01:26:40.562
10,649783,2021-09-10 01:26:40.570
10,649784,2021-09-10 01:26:40.578
10,649785,2021-09-10 01:26:40.586
10,649786,2021-09-10 01:26:40.594
10,649787,2021-09-10 01:26:40.602
10,649788,2021-09-10 01:26:40.610
10,649789,2021-09-10 01:26:40.618
10,649790,2021-09-10 01:26:40.626
10,649791,2021-09-10 01:26:40.634
10,649792,2021-09-10 01:26:40.642
10,649793,2021-09-10 01:26:40.650
10,649794,2021-09-10 01:26:40.658
10,649795,2021-09-10 01:26:40.666
10,649796,2021-09-10 01:26:40.674
10,649797,2021-09-10 01:26:40.682
10,649798,2021-09-10 01:26:40.690
10,649799,2021-09-10 01:26:40.698
10,649800,2021-09-10 01:26:40.706
10,649801,2021-09-10 01:26:40.714
10,649802,2021-09-10 01:26:40.722
10,649803,2021-09-10 01:26:40.730
10,649804,2021-09-10 01:26:40.738
10,649805,2021-09-10 01:26:40.746
10,649806,2021-09-10 01:26:40.754
10,649807,2021-09-10 01:26:40.762
10,649808,2021-09-10 01:26:40.770
10,649809,2021-09-10 01:26:40.778
10,649810,2021-09-10 01:26:40.786
10,649811,2021-09-10 01:26:40.794
10,649812,2021-09-10 01:26:40.802
10,649813,2021-09-10 01:26:40.810
10,649814,2021-09-10 01:26:40.818
10,649815,2021-09-10 01:26:40.826
10,649816,2021-09-10 01:26:40.834
10,649817,2021-09-10 01:26:40.842
10,649818,2021-09-10 01:26:40.850
10,649819,2021-09-10 01:26:40.858
10,649820,2021-09-10 01:26:40.866
10,649821,2021-09-10 01:26:40.874
10,649822,2021-09-10 01:26:40.882
10,649823,2021-09-10 01:26:40.890
10,649824,2021-09-10 01:26:40.898
10,649825,2021-09-10 01:26:40.906
10,649826,2021-09-10 01:26:40.914
10,649827,2021-09-10 01:26:40.922
10,649828,2021-09-10 01:26:40.930
10,649829,2021-09-10 01:26:40.938
10,649830,2021-09-10 01:26:40.946
10,649831,2021-09-10 01:26:40.954
10,649832,2021-09-10 01:26:40.962
10,649833,2021-09-10 01:26:40.970
10,649834,2021-09-10 01:26:40.978
10,649835,2021-09-10 01:26:40.986
10,649836,2021-09-10 01:26:40.994
10,649837,2021-09-10 01:26:41.002
10,649838,2021-09-10 01:26:41.010
10,649839,2021-09-10 01:26:41.018
10,649840,2021-09-10 01:26:41.026
10,649841,2021-09-10 01:26:41.034
10,649842,2021-09-10 01:26:41.042
10,649843,2021-09-10 01:26:41.050
10,649844,2021-09-10 01:26:41.058
10,649845,2021-09-10 01:26:41.066
10,649846,2021-09-10 01:26:41.074
10,649847,2021-09-10 01:26:41.082
10,649848,2021-09-10 01:26:41.090
10,649849,2021-09-10 01:26:41.098
10,649850,2021-09-10 01:26:41.106
10,649851,2021-09-10 01:26:41.114
10,649852,2021-09-10 01:26:41.122
10,649853,2021-09-10 01:26:41.130
10,649854,2021-09-10 01:26:41.138
10,649855,2021-09-10 01:26:41.146
10,649856,2021-09-10 01:26:41.154
10,649857,2021-09-10 01:26:41.162
10,649858,2021-09-10 01:26:41.170
10,649859,2021-09-10 01:26:41.178
10,649860,2021-09-10 01:26:41.186
10,649861,2021-09-10 01:26:41.194
10,649862,2021-09-10 01:26:41.202
10,649863,2021-09-10 01:26:41.210
10,649864,2021-09-10 01:26:41.218
10,649865,2021-09-10 01:26:41.226
10,649866,2021-09-10 01:26:41.234
10,649867,2021-09-10 01:26:41.242
10,649868,2021-09-10 01:26:41.250
10,649869,2021-09-10 01:26:41.258
10,649870,2021-09-10 01:26:41.266
10,649871,2021-09-10 01:26:41.274
10,649872,2021-09-10 01:26:41.282
10,649873,2021-09-10 01:26:41.290
10,649874,2021-09-10 01:26:41.298
10,649875,2021-09-10 01:26:41.306
10,649876,2021-09-10 01:26:41.314
10,649877,2021-09-10 01:26:41.322
10,649878,2021-09-10 01:26:41.330
10,649879,2021-09-10 01:26:41.338
10,649880,2021-09-10 01:26:41.346
10,649881,2021-09-10 01:26:41.354
10,649882,2021-09-10 01:26:41.362
10,649883,2021-09-10 01:26:41.370
10,649884,2021-09-10 01:26:41.378
10,649885,2021-09-10 01:26:41.386
10,649886,2021-09-10 01:26:41.394
10,649887,2021-09-10 01:26:41.402
10,649888,2021-09-10 01:26:41.410
10,649889,2021-09-10 01:26:41.418
10,649890,2021-09-10 01:26:41.426
10,649891,2021-09-10 01:26:41.434
10,649892,2021-09-10 01:26:41.442
10,649893,2021-09-10 01:26:41.450
10,649894,2021-09-10 01:26:41.458
10,649895,2021-09-10 01:26:41.466
10,649896,2021-09-10 01:26:41.474
10,649897,2021-09-10 01:26:41.482
10,649898,2021-09-10 01:26:41.490
10,649899,2021-09-10 01:26:41.498
10,649900,2021-09-10 01:26:41.506
10,649901,2021-09-10 01:26:41.514
10,649902,2021-09-10 01:26:41.522
10,649903,2021-09-10 01:26:41.530
10,649904,2021-09-10 01:26:41.538
10,649905,2021-09-10 01:26:41.546
10,649906,2021-09-10 01:26:41.554
10,649907,2021-09-10 01:26:41.562
10,649908,2021-09-10 01:26:41.570
10,649909,2021-09-10 01:26:41.578
10,649910,2021-09-10 01:26:41.586
10,649911,2021-09-10 01:26:41.594
10,649912,2021-09-10 01:26:41.602
10,649913,2021-09-10 01:26:41.610
10,649914,2021-09-10 01:26:41.618
10,649915,2021-09-10 01:26:41.626
10,649916,2021-09-10 01:26:41.634
10,649917,2021-09-10 01:26:41.642
10,649918,2021-09-10 01:26:41.650
10,649919,2021-09-10 01:26:41.658
10,649920,2021-09-10 01:26:41.666
10,649921,2021-09-10 01:26:41.674
10,649922,2021-09-10 01:26:41.682
10,649923,2021-09-10 01:26:41.690
10,649924,2021-09-10 01:26:41.698
10,649925,2021-09-10 01:26:41.706
10,649926,2021-09-10 01:26:41.714
10,649927,2021-09-10 01:26:41.722
10,649928,2021-09-10 01:26:41.730
10,649929,2021-09-10 01:26:41.738
10,649930,2021-09-10 01:26:41.746
10,649931,2021-09-10 01:26:41.754
10,649932,2021-09-10 01:26:41.762
10,649933,2021-09-10 01:26:41.770
10,649934,2021-09-10 01:26:41.778
10,649935,2021-09-10 01:26:41.786
10,649936,2021-09-10 01:26:41.794
10,649937,2021-09-10 01:26:41.802
10,649938,2021-09-10 01:26:41.810
10,649939,2021-09-10 01:26:41.818
10,649940,2021-09-10 01:26:41.826
10,649941,2021-09-10 01:26:41.834
10,649942,2021-09-10 01:26:41.842
10,649943,2021-09-10 01:26:41.850
10,649944,2021-09-10 01:26:41.858
10,649945,2021-09-10 01:26:41.866
10,649946,2021-09-10 01:26:41.874
10,649947,2021-09-10 01:26:41.882
10,649948,2021-09-10 01:26:41.890
10,649949,2021-09-10 01:26:41.898
10,649950,2021-09-10 01:26:41.906
10,649951,2021-09-10 01:26:41.914
10,649952,2021-09-10 01:26:41.922
10,649953,2021-09-10 01:26:41.930
10,649954,2021-09-10 01:26:41.938
10,649955,2021-09-10 01:26:41.946
10,649956,2021-09-10 01:26:41.954
10,649957,2021-09-10 01:26:41.962
10,649958,2021-09-10 01:26:41.970
10,649959,2021-09-10 01:26:41.978
10,649960,2021-09-10 01:26:41.986
10,649961,2021-09-10 01:26:41.994
10,649962,2021-09-10 01:26:42.002
10,649963,2021-09-10 01:26:42.010
10,649964,2021-09-10 01:26:42.018
10,649965,2021-09-10 01:26:42.026
10,649966,2021-09-10 01:26:42.034
10,649967,2021-09-10 01:26:42.042
10,649968,2021-09-10 01:26:42.050
10,649969,2021-09-10 01:26:42.058
10,649970,2021-09-10 01:26:42.066
10,649971,2021-09-10 01:26:42.074
10,649972,2021-09-10 01:26:42.082
10,649973,2021-09-10 01:26:42.090
10,649974,2021-09-10 01:26:42.098
10,649975,2021-09-10 01:26:42.106
10,649976,2021-09-10 01:26:42.114
10,649977,2021-09-10 01:26:42.122
10,649978,2021-09-10 01:26:42.130
10,649979,2021-09-10 01:26:42.138
10,649980,2021-09-10 01:26:42.146
10,649981,2021-09-10 01:26:42.154
10,649982,2021-09-10 01:26:42.162
10,649983,2021-09-10 01:26:42.170
10,649984,2021-09-10 01:26:42.178
10,649985,2021-09-10 01:26:42.186
10,649986,2021-09-10 01:26:42.194
10,649987,2021-09-10 01:26:42.202
10,649988,2021-09-10 01:26:42.210
10,649989,2021-09-10 01:26:42.218
10,649990,2021-09-10 01:26:42.226
10,649991,2021-09-10 01:26:42.234
10,649992,2021-09-10 01:26:42.242
10,649993,2021-09-10 01:26:42.250
10,649994,2021-09-10 01:26:42.258
10,649995,2021-09-10 01:26:42.266
10,649996,2021-09-10 01:26:42.274
10,649997,2021-09-10 01:26:42.282
10,649998,2021-09-10 01:26:42.290
10,649999,2021-09-10 01:26:42.298
10,650000,2021-09-10 01:26:42.306
10,650001,2021-09-10 01:26:42.314
10,650002,2021-09-10 01:26:42.322
10,650003,2021-09-10 01:26:42.330
10,650004,2021-09-10 01:26:42.338
10,650005,2021-09-10 01:26:42.346
10,650006,2021-09-10 01:26:42.354
10,650007,2021-09-10 01:26:42.362
10,650008,2021-09-10 01:26:42.370
10,650009,2021-09-10 01:26:42.378
10,650010,2021-09-10 01:26:42.386
10,650011,2021-09-10 01:26:42.394
10,650012,2021-09-10 01:26:42.402
10,650013,2021-09-10 01:26:42.410
10,650014,2021-09-10 01:26:42.418
10,650015,2021-09-10 01:26:42.426
10,650016,2021-09-10 01:26:42.434
10,650017,2021-09-10 01:26:42.442
10,650018,2021-09-10 01:26:42.450
10,650019,2021-09-10 01:26:42.458
10,650020,2021-09-10 01:26:42.466
10,650021,2021-09-10 01:26:42.474
10,650022,2021-09-10 01:26:42.482
10,650023,2021-09-10 01:26:42.490
10,650024,2021-09-10 01:26:42.498
10,650025,2021-09-10 01:26:42.506
10,650026,2021-09-10 01:26:42.514
10,650027,2021-09-10 01:26:42.522
10,650028,2021-09-10 01:26:42.530
10,650029,2021-09-10 01:26:42.538
10,650030,2021-09-10 01:26:42.546
10,650031,2021-09-10 01:26:42.554
10,650032,2021-09-10 01:26:42.562
10,650033,2021-09-10 01:26:42.570
10,650034,2021-09-10 01:26:42.578
10,650035,2021-09-10 01:26:42.586
10,650036,2021-09-10 01:26:42.594
10,650037,2021-09-10 01:26:42.602
10,650038,2021-09-10 01:26:42.610
10,650039,2021-09-10 01:26:42.618
10,650040,2021-09-10 01:26:42.626
10,650041,2021-09-10 01:26:42.634
10,650042,2021-09-10 01:26:42.642
10,650043,2021-09-10 01:26:42.650
10,650044,2021-09-10 01:26:42.658
10,650045,2021-09-10 01:26:42.666
10,650046,2021-09-10 01:26:42.674
10,650047,2021-09-10 01:26:42.682
10,650048,2021-09-10 01:26:42.690
10,650049,2021-09-10 01:26:42.698
10,650050,2021-09-10 01:26:42.706
10,650051,2021-09-10 01:26:42.714
10,650052,2021-09-10 01:26:42.722
10,650053,2021-09-10 01:26:42.730
10,650054,2021-09-10 01:26:42.738
10,650055,2021-09-10 01:26:42.746
10,650056,2021-09-10 01:26:42.754
10,650057,2021-09-10 01:26:42.762
10,650058,2021-09-10 01:26:42.770
10,650059,2021-09-10 01:26:42.778
10,650060,2021-09-10 01:26:42.786
10,650061,2021-09-10 01:26:42.794
10,650062,2021-09-10 01:26:42.802
10,650063,2021-09-10 01:26:42.810
10,650064,2021-09-10 01:26:42.818
10,650065,2021-09-10 01:26:42.826
10,650066,2021-09-10 01:26:42.834
10,650067,2021-09-10 01:26:42.842
10,650068,2021-09-10 01:26:42.850
10,650069,2021-09-10 01:26:42.858
10,650070,2021-09-10 01:26:42.866
10,650071,2021-09-10 01:26:42.874
10,650072,2021-09-10 01:26:42.882
10,650073,2021-09-10 01:26:42.890
10,650074,2021-09-10 01:26:42.898
10,650075,2021-09-10 01:26:42.906
10,650076,2021-09-10 01:26:42.914
10,650077,2021-09-10 01:26:42.922
10,650078,2021-09-10 01:26:42.930
10,650079,2021-09-10 01:26:42.938
10,650080,2021-09-10 01:26:42.946
10,650081,2021-09-10 01:26:42.954
10,650082,2021-09-10 01:26:42.962
10,650083,2021-09-10 01:26:42.970
10,650084,2021-09-10 01:26:42.978
10,650085,2021-09-10 01:26:42.986
10,650086,2021-09-10 01:26:42.994
10,650087,2021-09-10 01:26:43.002
10,650088,2021-09-10 01:26:43.010
10,650089,2021-09-10 01:26:43.018
10,650090,2021-09-10 01:26:43.026
10,650091,2021-09-10 01:26:43.034
10,650092,2021-09-10 01:26:43.042
10,650093,2021-09-10 01:26:43.050
10,650094,2021-09-10 01:26:43.058
10,650095,2021-09-10 01:26:43.066
10,650096,2021-09-10 01:26:43.074
10,650097,2021-09-10 01:26:43.082
10,650098,2021-09-10 01:26:43.090
10,650099,2021-09-10 01:26:43.098
10,650100,2021-09-10 01:26:43.106
10,650101,2021-09-10 01:26:43.114
10,650102,2021-09-10 01:26:43.122
10,650103,2021-09-10 01:26:43.130
10,650104,2021-09-10 01:26:43.138
10,650105,2021-09-10 01:26:43.146
10,650106,2021-09-10 01:26:43.154
10,650107,2021-09-10 01:26:43.162
10,650108,2021-09-10 01:26:43.170
10,650109,2021-09-10 01:26:43.178
10,650110,2021-09-10 01:26:43.186
10,650111,2021-09-10 01:26:43.194
10,650112,2021-09-10 01:26:43.202
10,650113,2021-09-10 01:26:43.210
10,650114,2021-09-10 01:26:43.218
10,650115,2021-09-10 01:26:43.226
10,650116,2021-09-10 01:26:43.234
10,650117,2021-09-10 01:26:43.242
10,650118,2021-09-10 01:26:43.250
10,650119,2021-09-10 01:26:43.258
10,650120,2021-09-10 01:26:43.266
10,650121,2021-09-10 01:26:43.274
10,650122,2021-09-10 01:26:43.282
10,650123,2021-09-10 01:26:43.290
10,650124,2021-09-10 01:26:43.298
10,650125,2021-09-10 01:26:43.306
10,650126,2021-09-10 01:26:43.314
10,650127,2021-09-10 01:26:43.322
10,650128,2021-09-10 01:26:43.330
10,650129,2021-09-10 01:26:43.338
10,650130,2021-09-10 01:26:43.346
10,650131,2021-09-10 01:26:43.354
10,650132,2021-09-10 01:26:43.362
10,650133,2021-09-10 01:26:43.370
10,650134,2021-09-10 01:26:43.378
10,650135,2021-09-10 01:26:43.386
10,650136,2021-09-10 01:26:43.394
10,650137,2021-09-10 01:26:43.402
10,650138,2021-09-10 01:26:43.410
10,650139,2021-09-10 01:26:43.418
10,650140,2021-09-10 01:26:43.426
10,650141,2021-09-10 01:26:43.434
10,650142,2021-09-10 01:26:43.442
10,650143,2021-09-10 01:26:43.450
10,650144,2021-09-10 01:26:43.458
10,650145,2021-09-10 01:26:43.466
10,650146,2021-09-10 01:26:43.474
10,650147,2021-09-10 01:26:43.482
10,650148,2021-09-10 01:26:43.490
10,650149,2021-09-10 01:26:43.498
10,650150,2021-09-10 01:26:43.506
10,650151,2021-09-10 01:26:43.514
10,650152,2021-09-10 01:26:43.522
10,650153,2021-09-10 01:26:43.530
10,650154,2021-09-10 01:26:43.538
10,650155,2021-09-10 01:26:43.546
10,650156,2021-09-10 01:26:43.554
10,650157,2021-09-10 01:26:43.562
10,650158,2021-09-10 01:26:43.570
10,650159,2021-09-10 01:26:43.578
10,650160,2021-09-10 01:26:43.586
10,650161,2021-09-10 01:26:43.594
10,650162,2021-09-10 01:26:43.602
10,650163,2021-09-10 01:26:43.610
10,650164,2021-09-10 01:26:43.618
10,650165,2021-09-10 01:26:43.626
10,650166,2021-09-10 01:26:43.634
10,650167,2021-09-10 01:26:43.642
10,650168,2021-09-10 01:26:43.650
10,650169,2021-09-10 01:26:43.658
10,650170,2021-09-10 01:26:43.666
10,650171,2021-09-10 01:26:43.674
10,650172,2021-09-10 01:26:43.682
10,650173,2021-09-10 01:26:43.690
10,650174,2021-09-10 01:26:43.698
10,650175,2021-09-10 01:26:43.706
10,650176,2021-09-10 01:26:43.714
10,650177,2021-09-10 01:26:43.722
10,650178,2021-09-10 01:26:43.730
10,650179,2021-09-10 01:26:43.738
10,650180,2021-09-10 01:26:43.746
10,650181,2021-09-10 01:26:43.754
10,650182,2021-09-10 01:26:43.762
10,650183,2021-09-10 01:26:43.770
10,650184,2021-09-10 01:26:43.778
10,650185,2021-09-10 01:26:43.786
10,650186,2021-09-10 01:26:43.794
10,650187,2021-09-10 01:26:43.802
10,650188,2021-09-10 01:26:43.810
10,650189,2021-09-10 01:26:43.818
10,650190,2021-09-10 01:26:43.826
10,650191,2021-09-10 01:26:43.834
10,650192,2021-09-10 01:26:43.842
10,650193,2021-09-10 01:26:43.850
10,650194,2021-09-10 01:26:43.858
10,650195,2021-09-10 01:26:43.866
10,650196,2021-09-10 01:26:43.874
10,650197,2021-09-10 01:26:43.882
10,650198,2021-09-10 01:26:43.890
10,650199,2021-09-10 01:26:43.898
10,650200,2021-09-10 01:26:43.906
10,650201,2021-09-10 01:26:43.914
10,650202,2021-09-10 01:26:43.922
10,650203,2021-09-10 01:26:43.930
10,650204,2021-09-10 01:26:43.938
10,650205,2021-09-10 01:26:43.946
10,650206,2021-09-10 01:26:43.954
10,650207,2021-09-10 01:26:43.962
10,650208,2021-09-10 01:26:43.970
10,650209,2021-09-10 01:26:43.978
10,650210,2021-09-10 01:26:43.986
10,650211,2021-09-10 01:26:43.994
10,650212,2021-09-10 01:26:44.002
10,650213,2021-09-10 01:26:44.010
10,650214,2021-09-10 01:26:44.018
10,650215,2021-09-10 01:26:44.026
10,650216,2021-09-10 01:26:44.034
10,650217,2021-09-10 01:26:44.042
10,650218,2021-09-10 01:26:44.050
10,650219,2021-09-10 01:26:44.058
10,650220,2021-09-10 01:26:44.066
10,650221,2021-09-10 01:26:44.074
10,650222,2021-09-10 01:26:44.082
10,650223,2021-09-10 01:26:44.090
10,650224,2021-09-10 01:26:44.098
10,650225,2021-09-10 01:26:44.106
10,650226,2021-09-10 01:26:44.114
10,650227,2021-09-10 01:26:44.122
10,650228,2021-09-10 01:26:44.130
10,650229,2021-09-10 01:26:44.138
10,650230,2021-09-10 01:26:44.146
10,650231,2021-09-10 01:26:44.154
10,650232,2021-09-10 01:26:44.162
10,650233,2021-09-10 01:26:44.170
10,650234,2021-09-10 01:26:44.178
10,650235,2021-09-10 01:26:44.186
10,650236,2021-09-10 01:26:44.194
10,650237,2021-09-10 01:26:44.202
10,650238,2021-09-10 01:26:44.210
10,650239,2021-09-10 01:26:44.218
10,650240,2021-09-10 01:26:44.226
10,650241,2021-09-10 01:26:44.234
10,650242,2021-09-10 01:26:44.242
10,650243,2021-09-10 01:26:44.250
10,650244,2021-09-10 01:26:44.258
10,650245,2021-09-10 01:26:44.266
10,650246,2021-09-10 01:26:44.274
10,650247,2021-09-10 01:26:44.282
10,650248,2021-09-10 01:26:44.290
10,650249,2021-09-10 01:26:44.298
10,650250,2021-09-10 01:26:44.306
10,650251,2021-09-10 01:26:44.314
10,650252,2021-09-10 01:26:44.322
10,650253,2021-09-10 01:26:44.330
10,650254,2021-09-10 01:26:44.338
10,650255,2021-09-10 01:26:44.346
10,650256,2021-09-10 01:26:44.354
10,650257,2021-09-10 01:26:44.362
10,650258,2021-09-10 01:26:44.370
10,650259,2021-09-10 01:26:44.378
10,650260,2021-09-10 01:26:44.386
10,650261,2021-09-10 01:26:44.394
10,650262,2021-09-10 01:26:44.402
10,650263,2021-09-10 01:26:44.410
10,650264,2021-09-10 01:26:44.418
10,650265,2021-09-10 01:26:44.426
10,650266,2021-09-10 01:26:44.434
10,650267,2021-09-10 01:26:44.442
10,650268,2021-09-10 01:26:44.450
10,650269,2021-09-10 01:26:44.458
10,650270,2021-09-10 01:26:44.466
10,650271,2021-09-10 01:26:44.474
10,650272,2021-09-10 01:26:44.482
10,650273,2021-09-10 01:26:44.490
10,650274,2021-09-10 01:26:44.498
10,650275,2021-09-10 01:26:44.506
10,650276,2021-09-10 01:26:44.514
10,650277,2021-09-10 01:26:44.522
10,650278,2021-09-10 01:26:44.530
10,650279,2021-09-10 01:26:44.538
10,650280,2021-09-10 01:26:44.546
10,650281,2021-09-10 01:26:44.554
10,650282,2021-09-10 01:26:44.562
10,650283,2021-09-10 01:26:44.570
10,650284,2021-09-10 01:26:44.578
10,650285,2021-09-10 01:26:44.586
10,650286,2021-09-10 01:26:44.594
10,650287,2021-09-10 01:26:44.602
10,650288,2021-09-10 01:26:44.610
10,650289,2021-09-10 01:26:44.618
10,650290,2021-09-10 01:26:44.626
10,650291,2021-09-10 01:26:44.634
10,650292,2021-09-10 01:26:44.642
10,650293,2021-09-10 01:26:44.650
10,650294,2021-09-10 01:26:44.658
10,650295,2021-09-10 01:26:44.666
10,650296,2021-09-10 01:26:44.674
10,650297,2021-09-10 01:26:44.682
10,650298,2021-09-10 01:26:44.690
10,650299,2021-09-10 01:26:44.698
10,650300,2021-09-10 01:26:44.706
10,650301,2021-09-10 01:26:44.714
10,650302,2021-09-10 01:26:44.722
10,650303,2021-09-10 01:26:44.730
10,650304,2021-09-10 01:26:44.738
10,650305,2021-09-10 01:26:44.746
10,650306,2021-09-10 01:26:44.754
10,650307,2021-09-10 01:26:44.762
10,650308,2021-09-10 01:26:44.770
10,650309,2021-09-10 01:26:44.778
10,650310,2021-09-10 01:26:44.786
10,650311,2021-09-10 01:26:44.794
10,650312,2021-09-10 01:26:44.802
10,650313,2021-09-10 01:26:44.810
10,650314,2021-09-10 01:26:44.818
10,650315,2021-09-10 01:26:44.826
10,650316,2021-09-10 01:26:44.834
10,650317,2021-09-10 01:26:44.842
10,650318,2021-09-10 01:26:44.850
10,650319,2021-09-10 01:26:44.858
10,650320,2021-09-10 01:26:44.866
10,650321,2021-09-10 01:26:44.874
10,650322,2021-09-10 01:26:44.882
10,650323,2021-09-10 01:26:44.890
10,650324,2021-09-10 01:26:44.898
10,650325,2021-09-10 01:26:44.906
10,650326,2021-09-10 01:26:44.914
10,650327,2021-09-10 01:26:44.922
10,650328,2021-09-10 01:26:44.930
10,650329,2021-09-10 01:26:44.938
10,650330,2021-09-10 01:26:44.946
10,650331,2021-09-10 01:26:44.954
10,650332,2021-09-10 01:26:44.962
10,650333,2021-09-10 01:26:44.970
10,650334,2021-09-10 01:26:44.978
10,650335,2021-09-10 01:26:44.986
10,650336,2021-09-10 01:26:44.994
10,650337,2021-09-10 01:26:45.002
10,650338,2021-09-10 01:26:45.010
10,650339,2021-09-10 01:26:45.018
10,650340,2021-09-10 01:26:45.026
10,650341,2021-09-10 01:26:45.034
10,650342,2021-09-10 01:26:45.042
10,650343,2021-09-10 01:26:45.050
10,650344,2021-09-10 01:26:45.058
10,650345,2021-09-10 01:26:45.066
10,650346,2021-09-10 01:26:45.074
10,650347,2021-09-10 01:26:45.082
10,650348,2021-09-10 01:26:45.090
10,650349,2021-09-10 01:26:45.098
10,650350,2021-09-10 01:26:45.106
10,650351,2021-09-10 01:26:45.114
10,650352,2021-09-10 01:26:45.122
10,650353,2021-09-10 01:26:45.130
10,650354,2021-09-10 01:26:45.138
10,650355,2021-09-10 01:26:45.146
10,650356,2021-09-10 01:26:45.154
10,650357,2021-09-10 01:26:45.162
10,650358,2021-09-10 01:26:45.170
10,650359,2021-09-10 01:26:45.178
10,650360,2021-09-10 01:26:45.186
10,650361,2021-09-10 01:26:45.194
10,650362,2021-09-10 01:26:45.202
10,650363,2021-09-10 01:26:45.210
10,650364,2021-09-10 01:26:45.218
10,650365,2021-09-10 01:26:45.226
10,650366,2021-09-10 01:26:45.234
10,650367,2021-09-10 01:26:45.242
10,650368,2021-09-10 01:26:45.250
10,650369,2021-09-10 01:26:45.258
10,650370,2021-09-10 01:26:45.266
10,650371,2021-09-10 01:26:45.274
10,650372,2021-09-10 01:26:45.282
10,650373,2021-09-10 01:26:45.290
10,650374,2021-09-10 01:26:45.298
10,650375,2021-09-10 01:26:45.306
10,650376,2021-09-10 01:26:45.314
10,650377,2021-09-10 01:26:45.322
10,650378,2021-09-10 01:26:45.330
10,650379,2021-09-10 01:26:45.338
10,650380,2021-09-10 01:26:45.346
10,650381,2021-09-10 01:26:45.354
10,650382,2021-09-10 01:26:45.362
10,650383,2021-09-10 01:26:45.370
10,650384,2021-09-10 01:26:45.378
10,650385,2021-09-10 01:26:45.386
10,650386,2021-09-10 01:26:45.394
10,650387,2021-09-10 01:26:45.402
10,650388,2021-09-10 01:26:45.410
10,650389,2021-09-10 01:26:45.418
10,650390,2021-09-10 01:26:45.426
10,650391,2021-09-10 01:26:45.434
10,650392,2021-09-10 01:26:45.442
10,650393,2021-09-10 01:26:45.450
10,650394,2021-09-10 01:26:45.458
10,650395,2021-09-10 01:26:45.466
10,650396,2021-09-10 01:26:45.474
10,650397,2021-09-10 01:26:45.482
10,650398,2021-09-10 01:26:45.490
10,650399,2021-09-10 01:26:45.498
10,650400,2021-09-10 01:26:45.506
10,650401,2021-09-10 01:26:45.514
10,650402,2021-09-10 01:26:45.522
10,650403,2021-09-10 01:26:45.530
10,650404,2021-09-10 01:26:45.538
10,650405,2021-09-10 01:26:45.546
10,650406,2021-09-10 01:26:45.554
10,650407,2021-09-10 01:26:45.562
10,650408,2021-09-10 01:26:45.570
10,650409,2021-09-10 01:26:45.578
10,650410,2021-09-10 01:26:45.586
10,650411,2021-09-10 01:26:45.594
10,650412,2021-09-10 01:26:45.602
10,650413,2021-09-10 01:26:45.610
10,650414,2021-09-10 01:26:45.618
10,650415,2021-09-10 01:26:45.626
10,650416,2021-09-10 01:26:45.634
10,650417,2021-09-10 01:26:45.642
10,650418,2021-09-10 01:26:45.650
10,650419,2021-09-10 01:26:45.658
10,650420,2021-09-10 01:26:45.666
10,650421,2021-09-10 01:26:45.674
10,650422,2021-09-10 01:26:45.682
10,650423,2021-09-10 01:26:45.690
10,650424,2021-09-10 01:26:45.698
10,650425,2021-09-10 01:26:45.706
10,650426,2021-09-10 01:26:45.714
10,650427,2021-09-10 01:26:45.722
10,650428,2021-09-10 01:26:45.730
10,650429,2021-09-10 01:26:45.738
10,650430,2021-09-10 01:26:45.746
10,650431,2021-09-10 01:26:45.754
10,650432,2021-09-10 01:26:45.762
10,650433,2021-09-10 01:26:45.770
10,650434,2021-09-10 01:26:45.778
10,650435,2021-09-10 01:26:45.786
10,650436,2021-09-10 01:26:45.794
10,650437,2021-09-10 01:26:45.802
10,650438,2021-09-10 01:26:45.810
10,650439,2021-09-10 01:26:45.818
10,650440,2021-09-10 01:26:45.826
10,650441,2021-09-10 01:26:45.834
10,650442,2021-09-10 01:26:45.842
10,650443,2021-09-10 01:26:45.850
10,650444,2021-09-10 01:26:45.858
10,650445,2021-09-10 01:26:45.866
10,650446,2021-09-10 01:26:45.874
10,650447,2021-09-10 01:26:45.882
10,650448,2021-09-10 01:26:45.890
10,650449,2021-09-10 01:26:45.898
10,650450,2021-09-10 01:26:45.906
10,650451,2021-09-10 01:26:45.914
10,650452,2021-09-10 01:26:45.922
10,650453,2021-09-10 01:26:45.930
10,650454,2021-09-10 01:26:45.938
10,650455,2021-09-10 01:26:45.946
10,650456,2021-09-10 01:26:45.954
10,650457,2021-09-10 01:26:45.962
10,650458,2021-09-10 01:26:45.970
10,650459,2021-09-10 01:26:45.978
10,650460,2021-09-10 01:26:45.986
10,650461,2021-09-10 01:26:45.994
10,650462,2021-09-10 01:26:46.002
10,650463,2021-09-10 01:26:46.010
10,650464,2021-09-10 01:26:46.018
10,650465,2021-09-10 01:26:46.026
