,,data
10,649407,-31.0
10,649408,-30.0
10,649409,-26.0
10,649410,-21.0
10,649411,-15.0
10,649412,-10.0
10,649413,-2.0
10,649414,5.0
10,649415,16.0
10,649416,26.0
10,649417,36.0
10,649418,46.0
10,649419,57.0
10,649420,70.0
10,649421,81.0
10,649422,90.0
10,649423,92.0
10,649424,88.0
10,649425,75.0
10,649426,46.0
10,649427,16.0
10,649428,-12.0
10,649429,-36.0
10,649430,-56.0
10,649431,-67.0
10,649432,-72.0
10,649433,-72.0
10,649434,-68.0
10,649435,-66.0
10,649436,-67.0
10,649437,-70.0
10,649438,-66.0
10,649439,-56.0
10,649440,-41.0
10,649441,-26.0
10,649442,-17.0
10,649443,-22.0
10,649444,-38.0
10,649445,-53.0
10,649446,-61.0
10,649447,-62.0
10,649448,-60.0
10,649449,-63.0
10,649450,-71.0
10,649451,5.0
10,649452,206.0
10,649453,316.0
10,649454,178.0
10,649455,-10.0
10,649456,-57.0
10,649457,-36.0
10,649458,-26.0
10,649459,-22.0
10,649460,-18.0
10,649461,-15.0
10,649462,-8.0
10,649463,-2.0
10,649464,2.0
10,649465,8.0
10,649466,17.0
10,649467,27.0
10,649468,38.0
10,649469,47.0
10,649470,56.0
10,649471,67.0
10,649472,81.0
10,649473,92.0
10,649474,101.0
10,649475,107.0
10,649476,105.0
10,649477,91.0
10,649478,63.0
10,649479,31.0
10,649480,2.0
10,649481,-17.0
10,649482,-31.0
10,649483,-40.0
10,649484,-47.0
10,649485,-52.0
10,649486,-57.0
10,649487,-58.0
10,649488,-60.0
10,649489,-58.0
10,649490,-50.0
10,649491,-37.0
10,649492,-23.0
10,649493,-11.0
10,649494,-6.0
10,649495,-16.0
10,649496,-33.0
10,649497,-47.0
10,649498,-50.0
10,649499,-51.0
10,649500,-53.0
10,649501,-67.0
10,649502,-76.0
10,649503,22.0
10,649504,207.0
10,649505,261.0
10,649506,85.0
10,649507,-61.0
10,649508,-78.0
10,649509,-48.0
10,649510,-42.0
10,649511,-40.0
10,649512,-37.0
10,649513,-31.0
10,649514,-23.0
10,649515,-16.0
10,649516,-11.0
10,649517,-6.0
10,649518,2.0
10,649519,11.0
10,649520,23.0
10,649521,36.0
10,649522,47.0
10,649523,55.0
10,649524,65.0
10,649525,73.0
10,649526,81.0
10,649527,83.0
10,649528,72.0
10,649529,51.0
10,649530,22.0
10,649531,-1.0
10,649532,-20.0
10,649533,-36.0
10,649534,-48.0
10,649535,-58.0
10,649536,-60.0
10,649537,-58.0
10,649538,-60.0
10,649539,-60.0
10,649540,-61.0
10,649541,-58.0
10,649542,-51.0
10,649543,-38.0
10,649544,-26.0
10,649545,-17.0
10,649546,-15.0
10,649547,-27.0
10,649548,-47.0
10,649549,-62.0
10,649550,-70.0
10,649551,-72.0
10,649552,-71.0
10,649553,-80.0
10,649554,-72.0
10,649555,42.0
10,649556,245.0
10,649557,300.0
10,649558,106.0
10,649559,-47.0
10,649560,-66.0
10,649561,-41.0
10,649562,-36.0
10,649563,-33.0
10,649564,-26.0
10,649565,-17.0
10,649566,-8.0
10,649567,-3.0
10,649568,1.0
10,649569,8.0
10,649570,16.0
10,649571,22.0
10,649572,32.0
10,649573,46.0
10,649574,61.0
10,649575,75.0
10,649576,87.0
10,649577,100.0
10,649578,110.0
10,649579,112.0
10,649580,103.0
10,649581,82.0
10,649582,52.0
10,649583,22.0
10,649584,-3.0
10,649585,-23.0
10,649586,-38.0
10,649587,-46.0
10,649588,-52.0
10,649589,-57.0
10,649590,-61.0
10,649591,-65.0
10,649592,-65.0
10,649593,-63.0
10,649594,-57.0
10,649595,-46.0
10,649596,-32.0
10,649597,-20.0
10,649598,-17.0
10,649599,-33.0
10,649600,-53.0
10,649601,-65.0
10,649602,-63.0
10,649603,-60.0
10,649604,-58.0
10,649605,-77.0
10,649606,-66.0
10,649607,62.0
10,649608,248.0
10,649609,283.0
10,649610,66.0
10,649611,-62.0
10,649612,-71.0
10,649613,-43.0
10,649614,-38.0
10,649615,-35.0
10,649616,-31.0
10,649617,-23.0
10,649618,-15.0
10,649619,-7.0
10,649620,-1.0
10,649621,5.0
10,649622,11.0
10,649623,18.0
10,649624,28.0
10,649625,37.0
10,649626,50.0
10,649627,62.0
10,649628,76.0
10,649629,86.0
10,649630,91.0
10,649631,87.0
10,649632,72.0
10,649633,48.0
10,649634,20.0
10,649635,-5.0
10,649636,-25.0
10,649637,-45.0
10,649638,-56.0
10,649639,-60.0
10,649640,-61.0
10,649641,-62.0
10,649642,-65.0
10,649643,-67.0
10,649644,-67.0
10,649645,-63.0
10,649646,-55.0
10,649647,-43.0
10,649648,-27.0
10,649649,-12.0
10,649650,-16.0
10,649651,-33.0
10,649652,-55.0
10,649653,-67.0
10,649654,-71.0
10,649655,-68.0
10,649656,-63.0
10,649657,-76.0
10,649658,-60.0
10,649659,81.0
10,649660,305.0
10,649661,265.0
10,649662,67.0
10,649663,-67.0
10,649664,-56.0
10,649665,-37.0
10,649666,-31.0
10,649667,-28.0
10,649668,-22.0
10,649669,-17.0
10,649670,-11.0
10,649671,-5.0
10,649672,0.0
10,649673,8.0
10,649674,17.0
10,649675,28.0
10,649676,43.0
10,649677,58.0
10,649678,71.0
10,649679,77.0
10,649680,87.0
10,649681,98.0
10,649682,107.0
10,649683,108.0
10,649684,98.0
10,649685,75.0
10,649686,42.0
10,649687,13.0
10,649688,-8.0
10,649689,-27.0
10,649690,-42.0
10,649691,-50.0
10,649692,-58.0
10,649693,-65.0
10,649694,-65.0
10,649695,-65.0
10,649696,-65.0
10,649697,-63.0
10,649698,-57.0
10,649699,-46.0
10,649700,-31.0
10,649701,-17.0
10,649702,-15.0
10,649703,-25.0
10,649704,-45.0
10,649705,-57.0
10,649706,-61.0
10,649707,-58.0
10,649708,-56.0
10,649709,-70.0
10,649710,-46.0
10,649711,102.0
10,649712,272.0
10,649713,216.0
10,649714,23.0
10,649715,-72.0
10,649716,-58.0
10,649717,-40.0
10,649718,-35.0
10,649719,-31.0
10,649720,-27.0
10,649721,-21.0
10,649722,-15.0
10,649723,-8.0
10,649724,-5.0
10,649725,1.0
10,649726,13.0
10,649727,26.0
10,649728,36.0
10,649729,48.0
10,649730,60.0
10,649731,68.0
10,649732,78.0
10,649733,87.0
10,649734,93.0
10,649735,91.0
10,649736,77.0
10,649737,53.0
10,649738,26.0
10,649739,1.0
10,649740,-17.0
10,649741,-33.0
10,649742,-46.0
10,649743,-55.0
10,649744,-56.0
10,649745,-56.0
10,649746,-56.0
10,649747,-56.0
10,649748,-55.0
10,649749,-52.0
10,649750,-43.0
10,649751,-31.0
10,649752,-16.0
10,649753,-7.0
10,649754,-11.0
10,649755,-31.0
10,649756,-53.0
10,649757,-66.0
10,649758,-67.0
10,649759,-62.0
10,649760,-66.0
10,649761,-82.0
10,649762,-52.0
10,649763,120.0
10,649764,308.0
10,649765,246.0
10,649766,36.0
10,649767,-73.0
10,649768,-66.0
10,649769,-60.0
10,649770,-60.0
10,649771,-56.0
10,649772,-51.0
10,649773,-45.0
10,649774,-41.0
10,649775,-37.0
10,649776,-32.0
10,649777,-26.0
10,649778,-13.0
10,649779,0.0
10,649780,15.0
10,649781,32.0
10,649782,50.0
10,649783,67.0
10,649784,81.0
10,649785,92.0
10,649786,98.0
10,649787,100.0
10,649788,92.0
10,649789,72.0
10,649790,43.0
10,649791,11.0
10,649792,-11.0
10,649793,-26.0
10,649794,-32.0
10,649795,-37.0
10,649796,-38.0
10,649797,-41.0
10,649798,-43.0
10,649799,-45.0
10,649800,-42.0
10,649801,-37.0
10,649802,-31.0
10,649803,-22.0
10,649804,-8.0
10,649805,1.0
10,649806,-1.0
10,649807,-15.0
10,649808,-33.0
10,649809,-42.0
10,649810,-45.0
10,649811,-43.0
10,649812,-42.0
10,649813,-55.0
10,649814,-25.0
10,649815,142.0
10,649816,310.0
10,649817,245.0
10,649818,41.0
10,649819,-55.0
10,649820,-45.0
10,649821,-33.0
10,649822,-31.0
10,649823,-28.0
10,649824,-25.0
10,649825,-21.0
10,649826,-18.0
10,649827,-15.0
10,649828,-11.0
10,649829,-5.0
10,649830,1.0
10,649831,11.0
10,649832,23.0
10,649833,36.0
10,649834,47.0
10,649835,58.0
10,649836,73.0
10,649837,88.0
10,649838,100.0
10,649839,101.0
10,649840,83.0
10,649841,60.0
10,649842,31.0
10,649843,3.0
10,649844,-20.0
10,649845,-38.0
10,649846,-51.0
10,649847,-58.0
10,649848,-65.0
10,649849,-67.0
10,649850,-70.0
10,649851,-71.0
10,649852,-67.0
10,649853,-60.0
10,649854,-48.0
10,649855,-32.0
10,649856,-18.0
10,649857,-16.0
10,649858,-30.0
10,649859,-50.0
10,649860,-62.0
10,649861,-67.0
10,649862,-63.0
10,649863,-61.0
10,649864,-80.0
10,649865,-72.0
10,649866,41.0
10,649867,221.0
10,649868,260.0
10,649869,57.0
10,649870,-77.0
10,649871,-66.0
10,649872,-46.0
10,649873,-42.0
10,649874,-42.0
10,649875,-38.0
10,649876,-30.0
10,649877,-23.0
10,649878,-17.0
10,649879,-16.0
10,649880,-12.0
10,649881,-5.0
10,649882,6.0
10,649883,20.0
10,649884,32.0
10,649885,43.0
10,649886,48.0
10,649887,55.0
10,649888,61.0
10,649889,66.0
10,649890,67.0
10,649891,60.0
10,649892,42.0
10,649893,16.0
10,649894,-10.0
10,649895,-33.0
10,649896,-48.0
10,649897,-60.0
10,649898,-66.0
10,649899,-68.0
10,649900,-70.0
10,649901,-66.0
10,649902,-63.0
10,649903,-61.0
10,649904,-58.0
10,649905,-50.0
10,649906,-38.0
10,649907,-22.0
10,649908,-8.0
10,649909,-6.0
10,649910,-17.0
10,649911,-32.0
10,649912,-45.0
10,649913,-47.0
10,649914,-48.0
10,649915,-47.0
10,649916,-63.0
10,649917,-50.0
10,649918,83.0
10,649919,280.0
10,649920,317.0
10,649921,95.0
10,649922,-40.0
10,649923,-51.0
10,649924,-22.0
10,649925,-15.0
10,649926,-10.0
10,649927,-6.0
10,649928,-2.0
10,649929,-1.0
10,649930,0.0
10,649931,3.0
10,649932,11.0
10,649933,20.0
10,649934,31.0
10,649935,41.0
10,649936,52.0
10,649937,63.0
10,649938,72.0
10,649939,83.0
10,649940,92.0
10,649941,98.0
10,649942,101.0
10,649943,93.0
10,649944,72.0
10,649945,42.0
10,649946,12.0
10,649947,-10.0
10,649948,-27.0
10,649949,-41.0
10,649950,-51.0
10,649951,-58.0
10,649952,-61.0
10,649953,-58.0
10,649954,-57.0
10,649955,-57.0
10,649956,-52.0
10,649957,-43.0
10,649958,-30.0
10,649959,-15.0
10,649960,-6.0
10,649961,-12.0
10,649962,-32.0
10,649963,-50.0
10,649964,-58.0
10,649965,-60.0
10,649966,-60.0
10,649967,-65.0
10,649968,-77.0
10,649969,-17.0
10,649970,158.0
10,649971,261.0
10,649972,135.0
10,649973,-38.0
10,649974,-77.0
10,649975,-48.0
10,649976,-38.0
10,649977,-36.0
10,649978,-32.0
10,649979,-26.0
10,649980,-18.0
10,649981,-12.0
10,649982,-7.0
10,649983,-1.0
10,649984,5.0
10,649985,12.0
10,649986,21.0
10,649987,30.0
10,649988,38.0
10,649989,47.0
10,649990,60.0
10,649991,68.0
10,649992,73.0
10,649993,77.0
10,649994,71.0
10,649995,55.0
10,649996,31.0
10,649997,6.0
10,649998,-16.0
10,649999,-36.0
10,650000,-51.0
10,650001,-62.0
10,650002,-67.0
10,650003,-71.0
10,650004,-73.0
10,650005,-73.0
10,650006,-71.0
10,650007,-68.0
10,650008,-65.0
10,650009,-56.0
10,650010,-40.0
10,650011,-21.0
10,650012,-15.0
10,650013,-28.0
10,650014,-48.0
10,650015,-62.0
10,650016,-67.0
10,650017,-68.0
10,650018,-67.0
10,650019,-76.0
10,650020,-82.0
10,650021,20.0
10,650022,225.0
10,650023,296.0
10,650024,130.0
10,650025,-38.0
10,650026,-66.0
10,650027,-45.0
10,650028,-36.0
10,650029,-31.0
10,650030,-28.0
10,650031,-26.0
10,650032,-18.0
10,650033,-8.0
10,650034,-1.0
10,650035,6.0
10,650036,16.0
10,650037,27.0
10,650038,40.0
10,650039,50.0
10,650040,60.0
10,650041,70.0
10,650042,81.0
10,650043,93.0
10,650044,103.0
10,650045,108.0
10,650046,102.0
10,650047,86.0
10,650048,62.0
10,650049,33.0
10,650050,5.0
10,650051,-16.0
10,650052,-30.0
10,650053,-41.0
10,650054,-48.0
10,650055,-55.0
10,650056,-57.0
10,650057,-58.0
10,650058,-55.0
10,650059,-52.0
10,650060,-47.0
10,650061,-37.0
10,650062,-21.0
10,650063,-7.0
10,650064,-3.0
10,650065,-22.0
10,650066,-42.0
10,650067,-51.0
10,650068,-53.0
10,650069,-55.0
10,650070,-60.0
10,650071,-73.0
10,650072,-45.0
10,650073,111.0
10,650074,268.0
10,650075,207.0
10,650076,15.0
10,650077,-75.0
10,650078,-60.0
10,650079,-43.0
10,650080,-41.0
10,650081,-38.0
10,650082,-33.0
10,650083,-27.0
10,650084,-20.0
10,650085,-12.0
10,650086,-2.0
10,650087,6.0
10,650088,13.0
10,650089,21.0
10,650090,30.0
10,650091,38.0
10,650092,50.0
10,650093,57.0
10,650094,62.0
10,650095,70.0
10,650096,76.0
10,650097,77.0
10,650098,66.0
10,650099,45.0
10,650100,17.0
10,650101,-8.0
10,650102,-32.0
10,650103,-47.0
10,650104,-52.0
10,650105,-53.0
10,650106,-55.0
10,650107,-55.0
10,650108,-57.0
10,650109,-62.0
10,650110,-63.0
10,650111,-56.0
10,650112,-46.0
10,650113,-40.0
10,650114,-28.0
10,650115,-20.0
10,650116,-23.0
10,650117,-41.0
10,650118,-60.0
10,650119,-73.0
10,650120,-78.0
10,650121,-78.0
10,650122,-83.0
10,650123,-88.0
10,650124,-6.0
10,650125,196.0
10,650126,290.0
10,650127,140.0
10,650128,-42.0
10,650129,-85.0
10,650130,-71.0
10,650131,-68.0
10,650132,-66.0
10,650133,-60.0
10,650134,-52.0
10,650135,-47.0
10,650136,-42.0
10,650137,-35.0
10,650138,-22.0
10,650139,-10.0
10,650140,-2.0
10,650141,10.0
10,650142,25.0
10,650143,40.0
10,650144,53.0
10,650145,68.0
10,650146,85.0
10,650147,97.0
10,650148,103.0
10,650149,100.0
10,650150,90.0
10,650151,73.0
10,650152,50.0
10,650153,23.0
10,650154,0.0
10,650155,-13.0
10,650156,-21.0
10,650157,-26.0
10,650158,-31.0
10,650159,-32.0
10,650160,-31.0
10,650161,-30.0
10,650162,-26.0
10,650163,-18.0
10,650164,-8.0
10,650165,6.0
10,650166,17.0
10,650167,13.0
10,650168,-2.0
10,650169,-18.0
10,650170,-27.0
10,650171,-32.0
10,650172,-33.0
10,650173,-38.0
10,650174,-53.0
10,650175,-33.0
10,650176,113.0
10,650177,317.0
10,650178,268.0
10,650179,71.0
10,650180,-56.0
10,650181,-48.0
10,650182,-36.0
10,650183,-35.0
10,650184,-35.0
10,650185,-32.0
10,650186,-28.0
10,650187,-22.0
10,650188,-18.0
10,650189,-12.0
10,650190,-6.0
10,650191,0.0
10,650192,10.0
10,650193,23.0
10,650194,40.0
10,650195,57.0
10,650196,71.0
10,650197,82.0
10,650198,90.0
10,650199,96.0
10,650200,98.0
10,650201,90.0
10,650202,68.0
10,650203,38.0
10,650204,7.0
10,650205,-15.0
10,650206,-33.0
10,650207,-48.0
10,650208,-61.0
10,650209,-67.0
10,650210,-71.0
10,650211,-73.0
10,650212,-73.0
10,650213,-71.0
10,650214,-66.0
10,650215,-57.0
10,650216,-45.0
10,650217,-35.0
10,650218,-32.0
10,650219,-47.0
10,650220,-63.0
10,650221,-71.0
10,650222,-73.0
10,650223,-73.0
10,650224,-77.0
10,650225,-97.0
10,650226,-73.0
10,650227,80.0
10,650228,243.0
10,650229,182.0
10,650230,-8.0
10,650231,-97.0
10,650232,-75.0
10,650233,-56.0
10,650234,-55.0
10,650235,-56.0
10,650236,-52.0
10,650237,-46.0
10,650238,-42.0
10,650239,-37.0
10,650240,-30.0
10,650241,-21.0
10,650242,-11.0
10,650243,-1.0
10,650244,5.0
10,650245,13.0
10,650246,22.0
10,650247,36.0
10,650248,50.0
10,650249,61.0
10,650250,68.0
10,650251,72.0
10,650252,67.0
10,650253,47.0
10,650254,20.0
10,650255,-2.0
10,650256,-18.0
10,650257,-31.0
10,650258,-38.0
10,650259,-41.0
10,650260,-38.0
10,650261,-33.0
10,650262,-30.0
10,650263,-27.0
10,650264,-23.0
10,650265,-15.0
10,650266,0.0
10,650267,15.0
10,650268,28.0
10,650269,31.0
10,650270,17.0
10,650271,-2.0
10,650272,-17.0
10,650273,-25.0
10,650274,-27.0
10,650275,-31.0
10,650276,-41.0
10,650277,-51.0
10,650278,23.0
10,650279,217.0
10,650280,315.0
10,650281,171.0
10,650282,-11.0
10,650283,-58.0
10,650284,-41.0
10,650285,-36.0
10,650286,-33.0
10,650287,-28.0
10,650288,-22.0
10,650289,-17.0
10,650290,-12.0
10,650291,-7.0
10,650292,1.0
10,650293,15.0
10,650294,25.0
10,650295,33.0
10,650296,43.0
10,650297,55.0
10,650298,65.0
10,650299,75.0
10,650300,82.0
10,650301,87.0
10,650302,88.0
10,650303,82.0
10,650304,63.0
10,650305,36.0
10,650306,6.0
10,650307,-20.0
10,650308,-42.0
10,650309,-55.0
10,650310,-61.0
10,650311,-66.0
10,650312,-68.0
10,650313,-70.0
10,650314,-68.0
10,650315,-65.0
10,650316,-60.0
10,650317,-53.0
10,650318,-43.0
10,650319,-36.0
10,650320,-32.0
10,650321,-43.0
10,650322,-62.0
10,650323,-77.0
10,650324,-83.0
10,650325,-85.0
10,650326,-86.0
10,650327,-93.0
10,650328,-98.0
10,650329,5.0
10,650330,202.0
10,650331,261.0
10,650332,81.0
10,650333,-75.0
10,650334,-95.0
10,650335,-63.0
10,650336,-60.0
10,650337,-61.0
10,650338,-57.0
10,650339,-48.0
10,650340,-38.0
10,650341,-32.0
10,650342,-27.0
10,650343,-21.0
10,650344,-10.0
10,650345,2.0
10,650346,16.0
10,650347,31.0
10,650348,43.0
10,650349,53.0
10,650350,66.0
10,650351,78.0
10,650352,92.0
10,650353,101.0
10,650354,98.0
10,650355,85.0
10,650356,60.0
10,650357,32.0
10,650358,12.0
10,650359,-1.0
10,650360,-8.0
10,650361,-12.0
10,650362,-11.0
10,650363,-8.0
10,650364,-8.0
10,650365,-12.0
10,650366,-18.0
10,650367,-22.0
10,650368,-17.0
10,650369,-6.0
10,650370,5.0
10,650371,11.0
10,650372,2.0
10,650373,-18.0
10,650374,-40.0
10,650375,-51.0
10,650376,-53.0
10,650377,-50.0
10,650378,-51.0
10,650379,-65.0
10,650380,-27.0
10,650381,138.0
10,650382,288.0
10,650383,210.0
10,650384,16.0
10,650385,-65.0
10,650386,-47.0
10,650387,-33.0
10,650388,-28.0
10,650389,-25.0
10,650390,-18.0
10,650391,-12.0
10,650392,-6.0
10,650393,-3.0
10,650394,1.0
10,650395,5.0
10,650396,12.0
10,650397,22.0
10,650398,32.0
10,650399,37.0
10,650400,43.0
10,650401,52.0
10,650402,60.0
10,650403,66.0
10,650404,72.0
10,650405,70.0
10,650406,58.0
10,650407,36.0
10,650408,11.0
10,650409,-11.0
10,650410,-30.0
10,650411,-45.0
10,650412,-55.0
10,650413,-62.0
10,650414,-66.0
10,650415,-67.0
10,650416,-70.0
10,650417,-71.0
10,650418,-61.0
10,650419,-45.0
10,650420,-35.0
10,650421,-31.0
10,650422,-28.0
10,650423,-33.0
10,650424,-46.0
10,650425,-60.0
10,650426,-66.0
10,650427,-70.0
10,650428,-71.0
10,650429,-77.0
10,650430,-92.0
10,650431,-40.0
10,650432,146.0
10,650433,273.0
10,650434,157.0
10,650435,-32.0
10,650436,-93.0
10,650437,-76.0
10,650438,-68.0
10,650439,-65.0
10,650440,-60.0
10,650441,-57.0
10,650442,-51.0
10,650443,-42.0
10,650444,-27.0
10,650445,-18.0
10,650446,-13.0
10,650447,-7.0
10,650448,3.0
10,650449,17.0
10,650450,31.0
10,650451,46.0
10,650452,57.0
10,650453,67.0
10,650454,71.0
10,650455,72.0
10,650456,70.0
10,650457,60.0
10,650458,38.0
10,650459,12.0
10,650460,-13.0
10,650461,-33.0
10,650462,-45.0
10,650463,-47.0
10,650464,-43.0
10,650465,-40.0
10,650466,-36.0
10,650467,-32.0
10,650468,-27.0
10,650469,-20.0
10,650470,-10.0
10,650471,7.0
10,650472,30.0
10,650473,52.0
10,650474,56.0
10,650475,35.0
10,650476,13.0
10,650477,-1.0
10,650478,-8.0
10,650479,-11.0
10,650480,-16.0
10,650481,-28.0
10,650482,-6.0
10,650483,150.0
10,650484,336.0
10,650485,280.0
10,650486,77.0
10,650487,-45.0
10,650488,-37.0
10,650489,-23.0
10,650490,-22.0
10,650491,-22.0
10,650492,-22.0
10,650493,-20.0
10,650494,-18.0
10,650495,-13.0
10,650496,-6.0
10,650497,2.0
10,650498,8.0
10,650499,17.0
10,650500,31.0
10,650501,47.0
10,650502,58.0
10,650503,66.0
10,650504,73.0
10,650505,81.0
10,650506,87.0
10,650507,88.0
10,650508,82.0
10,650509,60.0
10,650510,27.0
10,650511,-3.0
10,650512,-27.0
10,650513,-47.0
10,650514,-60.0
10,650515,-65.0
10,650516,-67.0
10,650517,-66.0
10,650518,-67.0
10,650519,-70.0
10,650520,-67.0
10,650521,-61.0
10,650522,-51.0
10,650523,-42.0
10,650524,-41.0
10,650525,-53.0
10,650526,-76.0
10,650527,-95.0
10,650528,-100.0
10,650529,-93.0
10,650530,-88.0
10,650531,-96.0
10,650532,-112.0
10,650533,-57.0
10,650534,125.0
10,650535,247.0
10,650536,133.0
10,650537,-43.0
10,650538,-95.0
10,650539,-72.0
10,650540,-62.0
10,650541,-58.0
10,650542,-53.0
10,650543,-47.0
10,650544,-38.0
10,650545,-30.0
10,650546,-21.0
10,650547,-10.0
10,650548,2.0
10,650549,17.0
10,650550,28.0
10,650551,41.0
10,650552,53.0
10,650553,65.0
10,650554,72.0
10,650555,82.0
10,650556,95.0
10,650557,103.0
10,650558,106.0
10,650559,95.0
10,650560,78.0
10,650561,60.0
10,650562,40.0
10,650563,16.0
10,650564,-2.0
10,650565,-15.0
10,650566,-21.0
10,650567,-22.0
10,650568,-21.0
10,650569,-25.0
10,650570,-28.0
10,650571,-30.0
10,650572,-25.0
10,650573,-15.0
10,650574,-3.0
10,650575,6.0
10,650576,2.0
10,650577,-13.0
10,650578,-35.0
10,650579,-46.0
10,650580,-52.0
10,650581,-53.0
10,650582,-56.0
10,650583,-65.0
10,650584,-38.0
10,650585,112.0
10,650586,298.0
10,650587,246.0
10,650588,50.0
10,650589,-57.0
10,650590,-46.0
10,650591,-30.0
10,650592,-26.0
10,650593,-23.0
10,650594,-21.0
10,650595,-20.0
10,650596,-22.0
10,650597,-20.0
10,650598,-13.0
10,650599,-8.0
10,650600,-3.0
10,650601,3.0
10,650602,13.0
10,650603,20.0
10,650604,26.0
10,650605,37.0
10,650606,51.0
10,650607,60.0
10,650608,61.0
10,650609,57.0
10,650610,45.0
10,650611,17.0
10,650612,-10.0
10,650613,-35.0
10,650614,-53.0
10,650615,-68.0
10,650616,-76.0
10,650617,-82.0
10,650618,-86.0
10,650619,-87.0
10,650620,-83.0
10,650621,-78.0
10,650622,-72.0
10,650623,-63.0
10,650624,-50.0
10,650625,-33.0
10,650626,-22.0
10,650627,-26.0
10,650628,-42.0
10,650629,-60.0
10,650630,-71.0
10,650631,-72.0
10,650632,-70.0
10,650633,-68.0
10,650634,-81.0
10,650635,-56.0
10,650636,100.0
10,650637,310.0
10,650638,261.0
10,650639,62.0
10,650640,-56.0
10,650641,-45.0
10,650642,-28.0
10,650643,-23.0
10,650644,-18.0
10,650645,-6.0
10,650646,5.0
10,650647,12.0
10,650648,15.0
10,650649,17.0
10,650650,26.0
10,650651,36.0
10,650652,47.0
10,650653,60.0
10,650654,68.0
10,650655,75.0
10,650656,80.0
10,650657,88.0
10,650658,97.0
10,650659,108.0
10,650660,110.0
10,650661,98.0
10,650662,75.0
10,650663,46.0
10,650664,17.0
10,650665,-5.0
10,650666,-23.0
10,650667,-38.0
10,650668,-47.0
10,650669,-48.0
10,650670,-48.0
10,650671,-48.0
10,650672,-51.0
10,650673,-48.0
10,650674,-41.0
10,650675,-27.0
10,650676,-12.0
10,650677,0.0
10,650678,2.0
10,650679,-11.0
10,650680,-28.0
10,650681,-42.0
10,650682,-50.0
10,650683,-55.0
10,650684,-58.0
10,650685,-78.0
10,650686,-70.0
10,650687,50.0
10,650688,236.0
10,650689,275.0
10,650690,68.0
10,650691,-61.0
10,650692,-72.0
10,650693,-45.0
10,650694,-43.0
10,650695,-42.0
10,650696,-37.0
10,650697,-31.0
10,650698,-30.0
10,650699,-28.0
10,650700,-25.0
10,650701,-18.0
10,650702,-10.0
10,650703,0.0
10,650704,6.0
10,650705,12.0
10,650706,17.0
10,650707,25.0
10,650708,35.0
10,650709,45.0
10,650710,48.0
10,650711,50.0
10,650712,43.0
10,650713,30.0
10,650714,10.0
10,650715,-12.0
10,650716,-30.0
10,650717,-47.0
10,650718,-61.0
10,650719,-70.0
10,650720,-72.0
10,650721,-70.0
10,650722,-68.0
10,650723,-68.0
10,650724,-67.0
10,650725,-61.0
10,650726,-52.0
10,650727,-38.0
10,650728,-23.0
10,650729,-12.0
10,650730,-17.0
10,650731,-36.0
10,650732,-52.0
10,650733,-56.0
10,650734,-55.0
10,650735,-52.0
10,650736,-57.0
10,650737,-67.0
10,650738,2.0
10,650739,198.0
10,650740,313.0
10,650741,182.0
10,650742,-2.0
10,650743,-53.0
10,650744,-35.0
10,650745,-25.0
10,650746,-20.0
10,650747,-15.0
10,650748,-10.0
10,650749,-7.0
10,650750,-6.0
10,650751,-2.0
10,650752,3.0
10,650753,11.0
10,650754,21.0
10,650755,28.0
10,650756,38.0
10,650757,50.0
10,650758,62.0
10,650759,71.0
10,650760,82.0
10,650761,92.0
10,650762,98.0
10,650763,96.0
10,650764,80.0
10,650765,53.0
10,650766,23.0
10,650767,-1.0
10,650768,-20.0
10,650769,-35.0
10,650770,-43.0
10,650771,-50.0
10,650772,-55.0
10,650773,-56.0
10,650774,-55.0
10,650775,-51.0
10,650776,-45.0
10,650777,-35.0
10,650778,-22.0
10,650779,-8.0
10,650780,-1.0
10,650781,-7.0
10,650782,-25.0
10,650783,-42.0
10,650784,-50.0
10,650785,-52.0
10,650786,-53.0
10,650787,-62.0
10,650788,-76.0
10,650789,-16.0
10,650790,165.0
10,650791,275.0
10,650792,148.0
10,650793,-28.0
10,650794,-73.0
10,650795,-48.0
10,650796,-37.0
10,650797,-35.0
10,650798,-32.0
10,650799,-31.0
10,650800,-28.0
10,650801,-22.0
10,650802,-12.0
10,650803,-3.0
10,650804,3.0
10,650805,11.0
10,650806,18.0
10,650807,27.0
10,650808,36.0
10,650809,42.0
10,650810,48.0
10,650811,55.0
10,650812,63.0
10,650813,70.0
10,650814,67.0
10,650815,53.0
10,650816,30.0
10,650817,3.0
10,650818,-20.0
10,650819,-37.0
10,650820,-51.0
10,650821,-60.0
10,650822,-62.0
10,650823,-63.0
10,650824,-65.0
10,650825,-65.0
10,650826,-61.0
10,650827,-56.0
10,650828,-46.0
10,650829,-32.0
10,650830,-17.0
10,650831,-7.0
10,650832,-11.0
10,650833,-28.0
10,650834,-47.0
10,650835,-58.0
10,650836,-63.0
10,650837,-65.0
10,650838,-68.0
10,650839,-83.0
10,650840,-53.0
10,650841,116.0
10,650842,291.0
10,650843,226.0
10,650844,22.0
10,650845,-72.0
10,650846,-58.0
10,650847,-46.0
10,650848,-45.0
10,650849,-46.0
10,650850,-42.0
10,650851,-37.0
10,650852,-32.0
10,650853,-25.0
10,650854,-15.0
10,650855,-3.0
10,650856,5.0
10,650857,12.0
10,650858,22.0
